job_title,company_name,description,payscale,location,job_type,company_type,date_posted,parent_source,active
Strategic Finance Lead,[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Friends of Dragon Army (Contractor),[],[],Best In Industry,"Atlanta, GA","Part Time, Contractor",,Yesterday,,True
Friends of Dragon Army,[],[],Best In Industry,"Atlanta, GA",Exploratory,,Yesterday,,True
NetSuite SCA Developer Contractor,[],[],Best In Industry,"Atlanta, GA","Part Time, Contractor",,Yesterday,,True
User Experience/Strategy Architect,[],[],Best In Industry,"Atlanta, GA","Part Time, Contractor",,Yesterday,,True
Business Analyst,[],[],Best In Industry,"Atlanta, GA","Full Time, Permanent",,Yesterday,,True
Senior Project Manager,[],[],Best In Industry,"Atlanta, GA","Full Time, Permanent",,Yesterday,,True
Account Supervisor/Director,[],[],Best In Industry,"Atlanta, GA","Full Time, Permanent",,Yesterday,,True
Mid-Market Account Executive,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Mid-Market Account Executive,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Enterprise Account Executive,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Enterprise Account Executive,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Finance Manager,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Senior Software Engineer,[],[],Best In Industry,"San Francisco, CA",Full-Time,,Yesterday,,True
Candidature Spontanée,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Full-time,,Yesterday,,True
CDI - Développeur Ruby On Rails Senior (H/F),[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Full-time,,Yesterday,,True
CDI - Développeur React Senior (H/F),[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Full-time,,Yesterday,,True
CDI - Développeur React  (H/F),[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Full-time,,Yesterday,,True
Stage - Digital Marketing,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Intern,,Yesterday,,True
Stage - Assistant(e) Communication,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Intern,,Yesterday,,True
Software Engineer - Systems and Platform,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
Software Engineer - Machine Learning,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
Machine Learning Scientist,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
Machine Learning Compiler Engineer,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
SoC Architect,[],"[""Join a tight-knit team where each individual’s contributions directly influence the success of the company and product. You'll have the opportunity to build a new kind of computer from the ground up and to solve groundbreaking challenges along the way. Work with people who love to build and who thrive in technically diverse environments where great ideas are prioritized.""]",Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
Analog Design Engineer,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
Analog Architect,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Technical Program Manager,[],[],Best In Industry,"Boston, MA",Full-time,,Yesterday,,True
CDI - Head of Acquisition (H/F),[],"['Kolsquare propose à ses  utilisateurs une base de plus de 1,5M de KOL (Key Opinion Leaders) ayant  des communautés de plus de 5000 followers dans 180 pays et sur 5  réseaux sociaux\xa0: Instagram, Youtube, Facebook, Twitter et TikTok.\xa0']",Best In Industry,PARIS,Full-time,,Yesterday,,True
Stage - Assistant Influence Manager,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Intern,,Yesterday,,True
Stage - Customer Success Assistant,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Intern,,Yesterday,,True
CDI - Customer Success Manager,[],"[""Kolsquare s'appuie sur les  meilleures technologies du BigData, de l'Intelligence Artificielle et du  Machine Learning pour proposer la plateforme de gestion de campagnes  d'influence la plus complète du marché (Recherche d'influenceurs  authentiques en fonction de critères spécifiques à la campagne, Gestion  opérationnelle de la campagne et des influenceurs sélectionnés,  Monitoring des résultats et calcul de ROI). ""]",Best In Industry,PARIS,Full-time,,Yesterday,,True
Sales Development Representative,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,New York,Full-time,,Yesterday,,True
Enterprise Sales Executive,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,London,Full-time,,Yesterday,,True
Enterprise Account Executive,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,New York,Full-time,,Yesterday,,True
Director of Sales Operations,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,New York,Full-time,,Yesterday,,True
Account Executive,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,London,Full-time,,Yesterday,,True
Account Executive,[],"['In 2019, CultureIQ won Comparably awards for Best Company in New York City 2019 and Best Company Outlook 2019. In 2018, CultureIQ won for Best Company Culture 2018, Best CEO 2018 and Best Company for Women 2018.']",Best In Industry,New York,Full-time,,Yesterday,,True
Software Developer,[],['CultureIQ is looking for software developers who want to take ownership of a product and drive positive culture change for the organizations that we partner with. The software that CultureIQ creates allows employee voices to be heard and is a critical part of the CultureIQ business. '],Best In Industry,New York,Full-time,,Yesterday,,True
Não achou a sua vaga? Venha para o nosso Banco de Talentos,[],[],Best In Industry,"Belo Horizonte, Minas Gerais, Brazil",Banco de Talentos,,Yesterday,,True
Pessoa Desenvolvedora Back-end Sênior,[],[],Best In Industry,"Manaus, Amazonas, Brasil",Efetivo,,Yesterday,,True
Coordenador de Desenvolvimento de Software,[],[],Best In Industry,"Belo Horizonte, Minas Gerais, Brazil",Efetivo,,Yesterday,,True
Especialista em Desenvolvimento Back-end - Infraestrutura,[],[],Best In Industry,"Manaus, Amazonas, Brasil",Efetivo,,Yesterday,,True
Analista de Cyber Security Pleno,[],[],Best In Industry,"Belo Horizonte, Minas Gerais, Brazil",Efetivo,,Yesterday,,True
Analista de TI Sênior (Nível 3/N3),[],[],Best In Industry,"Manaus, Amazonas, Brasil",Efetivo,,Yesterday,,True
Account Executive,[],['Fundera is the go-to financial resource for small businesses. We’re here to help entrepreneurs achieve their financial goals and grow businesses as big as their aspirations.'],Best In Industry,New York City,Full-Time,,Yesterday,,True
HRIS and Payroll Coordinator (Part-time),[],['Fundera is the go-to financial resource for small businesses. We’re here to help entrepreneurs achieve their financial goals and grow businesses as big as their aspirations.'],Best In Industry,New York City,Part-Time,,Yesterday,,True
SEO Lead,[],['Fundera is the go-to financial resource for small businesses. We’re here to help entrepreneurs achieve their financial goals and grow businesses as big as their aspirations.'],Best In Industry,New York City,Full-Time,,Yesterday,,True
Software Engineer,[],['Fundera is the go-to financial resource for small businesses. We’re here to help entrepreneurs achieve their financial goals and grow businesses as big as their aspirations.'],Best In Industry,New York City,Full-Time,,Yesterday,,True
Solutions Architect,[],"['At Returnly, we value you as a whole person. We care about the skillset you bring to the table, but more importantly, we care about the kind of person you are, and the culture and attitude you bring to the table. As a Solutions Architect, you will work on both pre-sales as well as post-sales engagements. You will partner with Returnly’s Account Executives to qualify deals before signature and you will design integration paths after signature that will serve millions of shoppers around the world with a more delightful post-purchase experience. You will find success in this role if you are a technical leader who has tackled a variety of integration and middleware-specific problems.']",Best In Industry,"Chicago, Illinois",Full-time,,Yesterday,,True
Web Development Project Lead,[],"['\xa0-\xa0We are curious and fearless. We own risk, outcomes and everything in between.']",Best In Industry,Madrid,Full-time,,Yesterday,,True
Web Developer,[],"['\xa0-\xa0We are curious and fearless. We own risk, outcomes and everything in between.']",Best In Industry,Madrid,Full-time,,Yesterday,,True
Web Designer,[],"['\xa0-\xa0We are curious and fearless. We own risk, outcomes and everything in between.']",Best In Industry,Madrid,Full-time,,Yesterday,,True
"Senior Product Manager, Platform",[],"['\xa0-\xa0We are curious and fearless. We own risk, outcomes and everything in between.']",Best In Industry,San Francisco,Full-time,,Yesterday,,True
Senior Product Manager,[],"['\xa0-\xa0We are curious and fearless. We own risk, outcomes and everything in between.']",Best In Industry,San Francisco,Full-time,,Yesterday,,True
Senior Backend Engineer,[],"['Integrity\xa0-\xa0We always do what’s right for our customers, Returnly and ourselves - in that order.']",Best In Industry,San Francisco,Full-time,,Yesterday,,True
Head of Real Estate Partnerships,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
VP of Marketing,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Primary Care Physician - New York City,[],"['As a provider at Eden Health, you will be empowered with substantial support to provide the best care for patients without a need to optimize for insurance revenue because we run a capitated primary care model. ']",Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Senior Mobile Software Engineer,[],"['You will join in on ownership of the engineering discipline: working to build not only our products, but our culture and processes. You will not be hesitant to jump in and fix things because you take responsibility for sustainable engineering. Technical problem solving appeals to you, but you will also create space for your colleagues to demonstrate the same. We all learn and grow to achieve goals that can never fit in a job description.']",Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Primary Care Physician - Chicago,[],"['As a provider at Eden Health, you will be empowered with substantial support to provide the best care for patients without a need to optimize for insurance revenue because we run a capitated primary care model. Our focus is on providing the best care for the patient at the right place and the right time. This means smaller patient panels and more time with your patients; it also means the opportunity to create and implement new initiatives that improve the quality of care and the patient experience. The work environment is collaborative with a heavy emphasis on technology to improve the experience of the patient and the clinical team.']",Best In Industry,"Chicago, Illinois",Full-time,,Yesterday,,True
Sales Ops Analyst Jr.,[],[],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Digital Analytics Specialist,[],[],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Software Engineer (Front-End),[],"['You’re a master of your craft and a relentless problem solver. You think critically and question everything, seeking deep understanding of concepts and business problems. You are transparent and a tireless truth teller, sharing information in an efficient and constructive way to improve the environment around you. You’re an outlier, you do and achieve things that most people find hard or even impossible. You’re humble and a solid team contributor, and, of course, you’re eager to learn surrounded by people who will give you all the support you need!']",Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Software Engineer,[],[],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Decision Scientist,[],[],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Data Engineer,[],['About Us'],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Data Analyst,[],['About Us'],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
Part-Time Trip Designer,[],"['For in-depth information on Journy, the problem we’re solving, the market we’re in, and how we like to work,\xa0', '. Yes, we know this document is long. Joining an early-stage startup is a big commitment and we want to give you as much information on us as possible.']",Best In Industry,"New York, NY",Part-time,,Yesterday,,True
Part-time Japan Trip Designer,[],"[""As a Concierge Operations Associate, you're on the front-lines of delivering a world-class experience, working directly with travelers to design their dream trips. For this position, we're specifically looking for someone with deep familiarity with travel in Japan (focused on Tokyo and Kyoto). "", 'For in-depth information on Journy, the problem we’re solving, the market we’re in, and how we like to work,\xa0', '. Yes, we know this document is long. Joining an early-stage startup is a big commitment and we want to give you as much information on us as possible.']",Best In Industry,"New York, NY",Part-time,,Yesterday,,True
Social Media Associate (Part-Time),[],[],Best In Industry,"New York, NY",Contract,,Yesterday,,True
Digital Marketing and Product Intern,[],[],Best In Industry,"New York, NY",Intern,,Yesterday,,True
Senior Ruby on Rails & iOS Engineer,[],['Benefits of working at Journy:'],Best In Industry,"New York, NY",Full-time,,Yesterday,,True
Rails Engineer,[],"['For in-depth information on Journy, the problem we’re solving, the market we’re in, and how we like to work,\xa0', '. Yes, we know this document is long. Joining an early-stage startup is a big commitment and we want to give you as much information on us as possible.']",Best In Industry,"New York, NY",Full-time,,Yesterday,,True
Front-end Developer,[],"['* Full benefits including healthcare, dental, and vision']",Best In Industry,"New York, NY",Full-time,,Yesterday,,True
Hospital Operations Sales Leader,[],[],Best In Industry,Remote,Full-time,,Yesterday,,True
Partnerships Associate,[],[],Best In Industry,"New York, NY",Contract,,Yesterday,,True
Staff Data Platform Engineer,[],"['Have you ever found yourself or a loved one waiting hours in a hospital Emergency Room to get care? Do you wish your physicians were more accessible and easier to make appointments with?  Qventus is looking for a senior full stack engineer who can help redefine how healthcare systems work. \xa0Our work saves lives and helps hospitals cut tens of millions of dollars in operational costs, while improving the quality of care they’re able to deliver. ']",Best In Industry,"Mountain View, CA",Full-time,,Yesterday,,True
Senior Software Development Engineer in Test (SDET),[],[],Best In Industry,"Mountain View, CA",Full-time,,Yesterday,,True
Senior Front End Engineer,[],[],Best In Industry,Remote,Full-time,,Yesterday,,True
Venture Co-founder (Maritime IoT),[],['We are now looking for co-founders who will work with our venture team and our industry partner to scale and lead this venture.'],Best In Industry,Singapore,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/c0a0ba2c-d86c-44c0-85e5-d39ed814cca7/apply,True
Lead developer,[],[],Best In Industry,Copenhagen,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/d52772ed-d9a4-42db-ba3a-a99d2b2de594/apply,True
"VP, Sales - New Ventures & Corporate Innovation",[],"['Since 2010, we have invested in and helped scale over 800 startups via our industry focused accelerator, ', "". Additionally, we've built 27 of our own ventures. These ventures have generated over £250m in revenues, raised over £45m in external venture capital, and had more than 70% of our venture portfolio returning capital."", 'Rainmaking has built a strong ethical codex. It encompasses not just what we do, but how we do it. Our values can be summarised as follows: be entrepreneurial, be kind, be impactful. We believe that how you engage with people makes all the difference. Just as we hope you are the one to make a difference, we want to make sure that our values are aligned.\xa0']",Best In Industry,Singapore,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/56b87629-d893-4c66-96af-7ed0a29bc2e6/apply,True
Venture Associate (2-month contract),[],"['Please read the Rainmaking Culture Book here: ', '\xa0']",Best In Industry,Singapore,Contract,,Yesterday,https://jobs.lever.co/rainmaking/17c19d70-5b36-4a5d-b3c0-5187168b9954/apply,True
Venture analyst - InsurTech Projects,[],[],Best In Industry,Cairo,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/5b04d53f-e548-4f2a-8013-615eb8a021d0/apply,True
"Strategy Associate, Corporate Innovation (3-month contract)",[],"['Rainmaking Innovation has partnered with over 65 Fortune 500 companies, delivering positive change through entrepreneurship and bringing startups and corporates together to build and scale new businesses.']",Best In Industry,Singapore,Contract,,Yesterday,https://jobs.lever.co/rainmaking/05cb6f89-a9d2-4390-8723-808f9798636c/apply,True
Senior Sales Leader,[],"['NOTE: This position can be based in our Washington, DC office or our San Francisco, CA office. **Remote candidates will not be considered**']",Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Technical Project Manager,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Senior Product Manager,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Product Designer,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Partner Success Associate,[],[],Best In Industry,"San Francisco, CA",Full Time,,Yesterday,,True
Partner Success Associate,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Full Stack Engineer,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Front End Engineer,[],['Continuously optimizing GiveCampus for use across a variety of devices.'],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Talent Acquisition Specialist  - Auckland,[],[],Best In Industry,"Auckland, New Zealand","Fixed term, Full Time",,Yesterday,,True
People and Capability Coordinator,[],"['Our People and Capability team are a diverse bunch of deeply committed people who strive to deliver an exceptional people experience.\xa0 We’re passionate and relentlessly innovative and are looking for a committed, enthusiastic, tech savvy Coordinator to join our People and Capability team. This role is based in Wellington.  You’ll be super organised with a proactive approach,  someone who loves connecting with people and having fun at work!\xa0\xa0']",Best In Industry,"Wellington, New Zealand","Permanent, Full Time",,Yesterday,,True
Regional Marketing & Communications Consultant,[],[],Best In Industry,"Shanghai, China","Fixed term, Full Time",,Yesterday,,True
Head of Business Development (Food and Beverage) - Tokyo,[],[],Best In Industry,"Tokyo, Japan","Permanent, Full Time",,Yesterday,,True
Business Development Manager - Design and Creative,[],[],Best In Industry,"New York, United States","Permanent, Full Time",,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Director of Business Development,[],[],Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
Business Development Associate,[],"['An engaging personality and a healthy sense of humor (e.g., someone we want to get stuck in an airport with).']",Best In Industry,"Washington, DC",Full Time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
"Senior Analyst, Corporate Innovation",[],"['Rainmaking Innovation has partnered with over 65 Fortune 500 companies, delivering positive change through entrepreneurship and bringing startups and corporates together to build and scale new businesses.']",Best In Industry,Singapore,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/f0ee6223-061e-40e6-bb92-38f6248c1412/apply,True
"Senior Analyst , Corporate Innovation - Maritime Industry (6-month contract)",[],"['Rainmaking Innovation has partnered with over 65 Fortune 500 companies, delivering positive change through entrepreneurship and bringing startups and corporates together to build and scale new businesses.', 'Being part of a small, super-dedicated group of very skilled and fun people']",Best In Industry,Singapore,Contract,,Yesterday,https://jobs.lever.co/rainmaking/ba8fe3e4-8cfa-43a6-9023-f4905027e1c9/apply,True
Lead Venture Architect,[],"['Since 2010, we have invested in and helped scale over 800 startups via our industry focused accelerator, ', "". Additionally, we've built 27 of our own ventures. These ventures have generated over £250m in revenues, raised over £45m in external venture capital, and had more than 70% of our venture portfolio returning capital."", 'Rainmaking has built a strong ethical codex. It encompasses not just what we do, but how we do it. Our values can be summarised through; be entrepreneurial, be kind, be impactful. It’s all about how you engage with people that makes the difference. Just as we hope you are the one to make a difference, we want to make sure that our values are aligned.\xa0']",Best In Industry,Singapore,Contract,,Yesterday,https://jobs.lever.co/rainmaking/4e874d12-a149-4bd1-b56d-23d7432d21e6/apply,True
Partnerships and Program Manager - Digital Health CT,[],[],Best In Industry,Hartford,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/c64da33a-dedb-4aaf-bd33-d0154c698c5d/apply,True
Multimedia Design Intern (Dubai),[],[],Best In Industry,Dubai,Intern,,Yesterday,https://jobs.lever.co/rainmaking/ee3d51f0-32e5-4c3e-8da8-3511219f8f77/apply,True
"Marketing Manager (Doha, Qatar)",[],[],Best In Industry,Doha,Full-Time,,Yesterday,https://jobs.lever.co/rainmaking/68d9107e-b56e-4518-9f4c-7894c3749176/apply,True
Director of Business Development,[],[],Best In Industry,"Atlanta, Georgia",Full-time,,Yesterday,,True
Project Manager,[],[],Best In Industry,"Atlanta, Georgia",Full-time,,Yesterday,,True
Managing Editor,[],[],Best In Industry,"Atlanta, Georgia",Full-time,,Yesterday,,True
Creative Manager,[],[],Best In Industry,"Atlanta, Georgia",Full-time,,Yesterday,,True
Account Manager,[],[],Best In Industry,"Atlanta, Georgia",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Marketing Lead,[],[],Best In Industry,"Toronto, ON",Full-time,,Yesterday,,True
Business Development Manager,[],[],Best In Industry,"Toronto, ON",Full-time,,Yesterday,,True
Data Analyst and Report Specialist,[],"['Our Data Analysts are critical to ensuring that the collected field data is processed correctly, and turned into clear, consistent deliverables for our clients. This is a permanent entry-level position with opportunities for growth in a fast-changing environment. This is an analytics-focused position with potential for work on cross-departmental projects and responsibilities. The role is full-time and based out of our office at Adelaide and Spadina in downtown Toronto.', 'Heliolytics is committed to providing accommodations for people with disabilities. If you require an accommodation, we will work with you to meet your needs']",Best In Industry,"Toronto, ON",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,https://jobs.lever.co/rainmaking/68d9107e-b56e-4518-9f4c-7894c3749176,True
Senior Back End Engineer,[],[],Best In Industry,Remote,Full-time,,Yesterday,,True
Product Owner - Business Intelligence,[],"['Product Owners have sharp command over the written word and produce consistent and clear user stories by breaking down solutions that have been chosen for execution. Because of their ownership of the backlog, and their command of contextual market knowledge, they are able to speak about the details of stories and make any necessary changes when new information is presented.', 'Health Insurance']",Best In Industry,"Nashville, TN",Full-Time,,Yesterday,,True
Product Designer,[],['Health Insurance'],Best In Industry,"Nashville, TN",Full-Time,,Yesterday,,True
Implementation Manager,[],['Health Insurance'],Best In Industry,"Nashville, TN",Full-Time,,Yesterday,,True
Senior Software Engineer (PHP/JavaScript),[],['Health Insurance'],Best In Industry,"Nashville, TN",Full-Time,,Yesterday,,True
Client Success Manager,[],['Health Insurance'],Best In Industry,"Nashville, TN",Full-Time,,Yesterday,,True
Senior Data Platform Engineer,[],"['Have you ever found yourself or a loved one waiting hours in a hospital Emergency Room to get care? Do you wish your physicians were more accessible and easier to make appointments with?  Qventus is looking for a senior full stack engineer who can help redefine how healthcare systems work. \xa0Our work saves lives and helps hospitals cut tens of millions of dollars in operational costs, while improving the quality of care they’re able to deliver. ']",Best In Industry,Remote,Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Applications Manager,[],[],Best In Industry,Remote,Full-time,,Yesterday,,True
Customer Success Manager,[],[],Best In Industry,"Mountain View, CA",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Analista de Backoffice (pós-vendas),[],[],Best In Industry,"São Paulo, São Paulo",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Physician Assistant / Nurse Practitioner - NYC Area,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Director of Psychiatry,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
React/Redux Engineer (Remote),[],"['Contract lengths vary depending on the project, but range from 1 to 3 months (some last as long as 6 months). We also have contract to hire roles available, where after a short contract the company hires you full time remotely. The majority of our clients are in the San Francisco area so the closer to that timezone the better. We are looking for engineers in North America, South America or Europe.']",Best In Industry,"Remote (Only North America, South America, or Europe)",Contractor,,Yesterday,,True
React Native Engineer (Remote),[],[],Best In Industry,"Remote (Only North America, South America, or Europe)",Contractor,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Senior Backend Engineer,[],"['Integrity\xa0-\xa0We always do what’s right for our customers, Returnly and ourselves - in that order.']",Best In Industry,Madrid,Full-time,,Yesterday,,True
Senior Backend Database Engineer,[],[],Best In Industry,Madrid,Full-time,,Yesterday,,True
Senior Backend Database Engineer,[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Engineering Project Manager,[],"['Integrity\xa0-\xa0We always do what’s right for our customers, Returnly and ourselves - in that order.']",Best In Industry,Madrid,Full-time,,Yesterday,,True
Looking for a different role? Apply here.,[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Account Executive,[],[],Best In Industry,Remote,Full-time,,Yesterday,,True
Sr Lifecycle Marketer,[],[],Best In Industry,"Austin, TX",Full Time,,Yesterday,,True
Senior Full Stack Engineer,[],"[""We are a team of smart, passionate, ambitious people. The work we’re doing helps thousands of people grow their businesses and brings joy to consumers worldwide. In other words, our work really matters – and it's unbelievably fulfilling.""]",Best In Industry,"Austin, TX",Full Time,,Yesterday,,True
Software Engineer Intern,[],[],Best In Industry,"Berkeley, CA",Internship,,Yesterday,,True
Software Engineer (Machine Learning),[],[],Best In Industry,"Berkeley, CA",Full-time,,Yesterday,,True
Software Engineer (Frontend),[],[],Best In Industry,"Berkeley, CA",Full-time,,Yesterday,,True
Software Engineer,[],[],Best In Industry,"Berkeley, CA",Full-time,,Yesterday,,True
Security Engineer,[],[],Best In Industry,"Berkeley, CA",Full-time,,Yesterday,,True
Customer Support Representative,[],[],Best In Industry,"Austin, TX",Full Time,,Yesterday,,True
Senior Product Manager,[],[],Best In Industry,San Francisco / Remote,Full-time,,Yesterday,,True
Senior Product Designer,[],[],Best In Industry,San Francisco / Remote,Full-time,,Yesterday,,True
Accounting Manager,[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Senior Engineer (Frontend),[],[],Best In Industry,Global Remote,Full-time,,Yesterday,,True
Technical Support Representative,[],[],Best In Industry,San Francisco / Remote,Full-time,,Yesterday,,True
Customer Success Manager,[],[],Best In Industry,San Francisco / Remote,Full-time,,Yesterday,,True
Account Manager,[],[],Best In Industry,San Francisco / Remote,Full-time,,Yesterday,,True
Account Executive,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Director of Finance and Operations,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Software Engineer – On-Prem,[],[],Best In Industry,"San Francisco, CA or Remote",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
